"Дата";"Регион";"Смертей за день"
07.10.2020;Ленинградская обл.;0
27.07.2020;Ставропольский край;0
29.11.2020;Адыгея;2
13.05.2021;Волгоградская обл.;6
18.03.2021;Липецкая обл.;4
15.06.2021;Новосибирская обл.;6
20.03.2021;Липецкая обл.;0
13.03.2021;Забайкальский край;2
05.03.2021;Астраханская обл.;2
04.08.2020;Ямало-Ненецкий АО;0
27.04.2022;Липецкая обл.;3
16.05.2020;Краснодарский край;0
07.03.2021;Калужская обл.;0
12.07.2020;Саратовская обл.;0
09.06.2020;Волгоградская обл.;1
24.12.2020;Ингушетия;1
10.07.2020;Саратовская обл.;0
16.06.2020;Пензенская обл.;0
11.05.2020;Саратовская обл.;1
10.02.2021;Кемеровская обл.;2
23.04.2021;Пензенская обл.;2
16.08.2020;Волгоградская обл.;1
27.03.2021;Кировская обл.;1
04.11.2020;Липецкая обл.;2
20.05.2020;Рязанская обл.;0
03.07.2020;Ростовская обл.;4
28.12.2021;Ямало-Ненецкий АО;3
19.05.2021;Челябинская обл.;7
07.01.2022;Татарстан;4
17.05.2021;Челябинская обл.;7
06.08.2020;Алтайский край;2
25.01.2021;Псковская обл.;1
06.08.2020;Челябинская обл.;0
21.10.2020;Калмыкия;4
28.03.2021;Тамбовская обл.;3
29.08.2021;Орловская обл.;1
04.01.2022;Рязанская обл.;13
05.05.2020;Калужская обл.;0
02.07.2021;Калужская обл.;4
12.05.2021;Свердловская обл.;12
05.01.2021;Хакасия;6
02.08.2021;Тамбовская обл.;3
09.03.2021;ХМАО – Югра;0
20.04.2022;Крым;4
16.05.2020;Ярославская обл.;0
10.10.2021;Кабардино-Балкария;4
07.02.2021;Курганская обл.;0
23.01.2021;Кабардино-Балкария;3
17.06.2021;Ярославская обл.;4
17.09.2021;Томская обл.;2
22.06.2021;Саха (Якутия);2
26.06.2021;Саха (Якутия);3
11.08.2020;Ямало-Ненецкий АО;3
01.10.2020;Иркутская обл.;6
17.11.2020;Курганская обл.;1
20.12.2020;Адыгея;0
11.04.2021;Ставропольский край;5
21.09.2020;Пензенская обл.;0
23.09.2021;Ямало-Ненецкий АО;0
13.09.2021;Сахалинская обл.;0
17.03.2021;Новосибирская обл.;5
14.10.2020;Калужская обл.;0
09.09.2020;Волгоградская обл.;2
05.09.2021;Сахалинская обл.;4
21.12.2020;Карачаево-Черкессия;0
18.02.2021;Удмуртия;3
21.09.2021;Ямало-Ненецкий АО;2
02.07.2020;Новосибирская обл.;2
04.08.2020;Волгоградская обл.;0
15.06.2022;Челябинская обл.;5
10.02.2021;Курганская обл.;3
27.11.2020;Кабардино-Балкария;2
12.11.2020;Курганская обл.;0
21.09.2021;Томская обл.;3
30.04.2020;Тульская обл.;1
22.10.2020;Карелия;4
28.11.2020;Кабардино-Балкария;2
30.10.2020;Тамбовская обл.;0
28.07.2020;Волгоградская обл.;2
20.06.2021;Саха (Якутия);4
15.09.2021;Псковская обл.;3
08.06.2020;Тверская обл.;0
01.06.2020;Смоленская обл.;3
16.08.2020;Ямало-Ненецкий АО;0
06.04.2022;Костромская обл.;1
15.02.2021;Рязанская обл.;0
30.09.2021;Бурятия;2
28.05.2021;Крым;5
27.02.2021;Удмуртия;5
12.06.2021;Башкортостан;1
03.02.2021;Курганская обл.;3
14.01.2021;Татарстан;4
09.05.2020;Дагестан;1
11.04.2022;Курганская обл.;4
30.10.2020;Башкортостан;1
10.07.2020;Ростовская обл.;4
20.06.2022;Челябинская обл.;3
04.04.2021;Алтайский край;8
16.09.2021;Ямало-Ненецкий АО;3
07.01.2022;Нижегородская обл.;22
17.06.2022;Челябинская обл.;3
14.06.2021;Ульяновская обл.;13
11.09.2020;Пензенская обл.;1
01.06.2021;Бурятия;2
30.08.2021;Сахалинская обл.;0
29.05.2021;Волгоградская обл.;7
06.04.2022;Коми;3
10.03.2021;Калужская обл.;0
24.12.2020;Алтай;2
11.05.2020;Белгородская обл.;0
10.06.2020;Ульяновская обл.;2
26.07.2020;Воронежская обл.;0
02.05.2021;Ульяновская обл.;8
16.08.2020;Ульяновская обл.;0
10.04.2021;Крым;5
18.04.2021;Ленинградская обл.;4
20.03.2021;Белгородская обл.;3
24.05.2021;Крым;3
17.05.2020;Дагестан;2
30.11.2021;Адыгея;1
22.09.2021;Костромская обл.;4
29.04.2022;Тверская обл.;1
07.02.2021;Севастополь;4
09.02.2021;Севастополь;4
23.12.2020;Карачаево-Черкессия;0
17.10.2020;Ивановская обл.;1
17.05.2020;Ямало-Ненецкий АО;0
07.09.2020;Краснодарский край;1
21.05.2020;Краснодарский край;0
20.05.2020;Краснодарский край;0
25.05.2021;Краснодарский край;12
03.04.2021;Псковская обл.;1
11.06.2020;Брянская обл.;1
19.03.2021;Липецкая обл.;6
21.03.2021;Липецкая обл.;0
28.05.2021;Ленинградская обл.;11
09.04.2022;Псковская обл.;5
19.08.2020;Ульяновская обл.;0
04.07.2020;Волгоградская обл.;2
19.08.2021;Тамбовская обл.;3
30.01.2021;Сахалинская обл.;0
10.01.2022;Забайкальский край;8
21.08.2020;Ульяновская обл.;4
12.03.2021;ХМАО – Югра;2
23.04.2022;Крым;3
23.08.2020;Оренбургская обл.;0
19.04.2022;Томская обл.;2
20.06.2020;Карачаево-Черкессия;0
30.03.2021;Кировская обл.;1
02.04.2021;Вологодская обл.;3
19.05.2020;Рязанская обл.;0
21.12.2021;Чувашия;18
03.05.2022;Алтайский край;4
12.08.2020;Ульяновская обл.;0
28.11.2021;Северная Осетия;4
17.01.2022;Чечня;5
11.08.2020;Алтайский край;4
31.08.2020;Ульяновская обл.;8
05.06.2021;Башкортостан;1
03.06.2021;Башкортостан;1
01.06.2021;Башкортостан;1
07.01.2022;Забайкальский край;5
26.02.2021;Удмуртия;5
08.04.2021;Ленинградская обл.;8
30.04.2022;Тамбовская обл.;1
14.03.2022;Кабардино-Балкария;4
28.12.2020;Адыгея;0
20.06.2020;Приморский край;1
17.06.2020;Саха (Якутия);0
30.12.2020;Костромская обл.;4
06.12.2020;Калмыкия;4
10.11.2020;Дагестан;7
14.09.2020;Архангельская обл.;0
03.05.2022;Ленинградская обл.;1
28.01.2021;Амурская обл.;2
26.02.2021;Приморский край;3
10.06.2022;Иркутская обл.;2
26.11.2021;Адыгея;1
07.09.2021;Псковская обл.;2
15.03.2021;Белгородская обл.;1
28.08.2021;Тамбовская обл.;3
05.01.2021;Калмыкия;2
19.06.2021;Приморский край;0
11.01.2021;Чувашия;10
09.06.2020;Калужская обл.;0
25.09.2020;Пензенская обл.;1
16.10.2020;Белгородская обл.;1
30.10.2020;Сахалинская обл.;0
01.11.2020;Новгородская обл.;0
09.09.2020;Оренбургская обл.;0
19.08.2020;Кемеровская обл.;1
09.02.2021;Томская обл.;0
07.09.2020;Оренбургская обл.;0
13.01.2022;Коми;9
30.09.2020;Коми;0
25.04.2022;Саха (Якутия);0
17.05.2021;Краснодарский край;10
04.03.2022;Магаданская обл.;3
03.04.2022;Новгородская обл.;3
22.08.2020;Кемеровская обл.;0
28.02.2022;Ингушетия;0
06.03.2021;Брянская обл.;1
26.06.2021;Вологодская обл.;3
22.11.2021;Сахалинская обл.;0
26.02.2022;Магаданская обл.;0
08.12.2020;Костромская обл.;1
25.02.2021;Мурманская обл.;3
03.02.2021;Томская обл.;0
05.02.2021;Томская обл.;0
05.11.2020;Калмыкия;3
01.09.2021;Тамбовская обл.;3
25.04.2022;Оренбургская обл.;2
16.06.2021;Волгоградская обл.;5
03.11.2020;Карелия;0
22.09.2021;Томская обл.;0
01.01.2021;Ингушетия;1
28.05.2022;Башкортостан;4
21.09.2021;Тамбовская обл.;3
30.05.2022;Башкортостан;4
11.04.2021;Тверская обл.;5
21.08.2020;Саратовская обл.;1
30.08.2021;Псковская обл.;2
30.11.2020;Мордовия;1
04.07.2021;Ямало-Ненецкий АО;1
01.01.2022;Татарстан;5
22.01.2021;Костромская обл.;1
17.06.2021;Саха (Якутия);6
10.04.2022;Смоленская обл.;2
10.09.2021;Псковская обл.;3
04.07.2021;Белгородская обл.;3
11.02.2022;Чукотский АО;0
16.02.2021;Рязанская обл.;3
08.01.2021;Татарстан;3
18.10.2020;Белгородская обл.;0
16.07.2020;Волгоградская обл.;1
07.06.2021;Башкортостан;1
16.04.2022;Ивановская обл.;2
02.05.2021;Ленинградская обл.;6
08.09.2021;Тамбовская обл.;3
22.12.2020;Ингушетия;3
03.03.2021;Белгородская обл.;2
30.03.2021;Брянская обл.;0
05.05.2020;Северная Осетия;1
09.08.2020;Хабаровский край;0
14.09.2021;Тамбовская обл.;3
06.11.2020;Дагестан;8
31.01.2022;Ненецкий АО;0
25.10.2020;Вологодская обл.;0
04.09.2021;Тамбовская обл.;4
06.01.2022;Татарстан;6
11.07.2021;Орловская обл.;1
05.04.2021;Алтайский край;2
25.11.2020;Чечня;2
11.05.2021;Краснодарский край;12
23.04.2022;Томская обл.;0
22.04.2022;Рязанская обл.;3
22.10.2020;Вологодская обл.;2
10.05.2020;Тамбовская обл.;0
16.12.2020;Татарстан;2
10.10.2020;Брянская обл.;1
11.05.2020;Тамбовская обл.;0
23.09.2020;Архангельская обл.;0
29.01.2022;Магаданская обл.;0
24.12.2021;Адыгея;4
18.04.2022;Псковская обл.;4
01.05.2022;Липецкая обл.;3
29.04.2022;Курская обл.;2
25.04.2022;Курская обл.;1
12.08.2020;Волгоградская обл.;2
31.12.2021;Кабардино-Балкария;1
29.06.2021;Удмуртия;5
12.08.2020;Приморский край;1
18.05.2021;Волгоградская обл.;6
01.09.2020;Волгоградская обл.;3
25.06.2021;Курская обл.;3
13.05.2021;Башкортостан;3
15.05.2021;Башкортостан;2
27.05.2020;Башкортостан;0
15.06.2020;Приморский край;0
09.05.2021;Башкортостан;3
11.05.2021;Башкортостан;2
22.03.2021;Новосибирская обл.;5
31.08.2021;Бурятия;2
22.03.2021;Липецкая обл.;0
14.06.2020;Брянская обл.;0
26.09.2021;Бурятия;3
08.10.2020;Ленинградская обл.;0
27.06.2021;Костромская обл.;0
04.03.2021;Астраханская обл.;2
01.01.2021;Татарстан;4
07.11.2020;Курганская обл.;0
19.09.2021;Севастополь;3
29.04.2022;Липецкая обл.;3
13.10.2020;Рязанская обл.;0
14.02.2021;Курганская обл.;3
17.06.2020;Тульская обл.;3
03.06.2022;Иркутская обл.;1
08.05.2020;Ленинградская обл.;1
23.06.2022;Иркутская обл.;1
04.05.2022;Вологодская обл.;3
16.08.2020;Приморский край;1
17.06.2020;Пензенская обл.;0
11.07.2020;Саратовская обл.;0
18.10.2020;Костромская обл.;0
