"Дата";"Регион";"Смертей за день"
08.05.2021;Пермский край;9
28.03.2021;Курская обл.;6
13.03.2022;Хакасия;2
13.05.2021;Свердловская обл.;11
08.04.2022;Псковская обл.;2
17.05.2020;Краснодарский край;1
22.06.2021;Ярославская обл.;3
23.03.2021;Тамбовская обл.;2
02.04.2022;Мордовия;1
05.03.2021;Калужская обл.;3
05.10.2020;Краснодарский край;2
21.04.2022;Рязанская обл.;2
20.04.2022;Томская обл.;0
02.12.2020;Калмыкия;4
13.07.2020;Омская обл.;0
04.03.2021;Забайкальский край;2
06.06.2020;Смоленская обл.;0
16.06.2021;Тверская обл.;5
14.12.2020;Карачаево-Черкессия;0
23.01.2021;Ямало-Ненецкий АО;1
05.08.2021;Тамбовская обл.;3
28.12.2021;Саха (Якутия);3
17.08.2020;Волгоградская обл.;0
18.11.2021;Адыгея;6
25.05.2021;Красноярский край;6
01.07.2020;Ростовская обл.;2
21.04.2022;Хабаровский край;0
27.12.2021;Ямало-Ненецкий АО;2
10.08.2020;Алтайский край;0
24.05.2020;Чувашия;1
04.01.2021;Калмыкия;0
24.09.2020;Краснодарский край;6
26.09.2020;Краснодарский край;6
13.06.2020;Ивановская обл.;0
18.06.2021;Архангельская обл.;2
16.03.2021;Липецкая обл.;5
01.06.2021;Пермский край;8
14.03.2021;Липецкая обл.;0
13.06.2021;Новосибирская обл.;5
08.03.2021;Забайкальский край;3
03.05.2022;Вологодская обл.;3
25.02.2021;Оренбургская обл.;6
13.01.2021;Чувашия;11
09.05.2021;Волгоградская обл.;5
14.06.2020;Пензенская обл.;1
04.12.2020;Карачаево-Черкессия;1
07.07.2020;Саратовская обл.;1
27.01.2021;Амурская обл.;1
12.04.2022;Краснодарский край;5
19.04.2021;Пензенская обл.;4
08.09.2021;Псковская обл.;2
04.03.2021;Калининградская обл.;0
21.01.2021;Кабардино-Балкария;3
10.12.2020;Карачаево-Черкессия;0
24.04.2022;Приморский край;1
01.12.2020;Кабардино-Балкария;2
15.04.2021;Крым;4
13.09.2020;Волгоградская обл.;2
21.05.2021;Волгоградская обл.;14
12.06.2022;Челябинская обл.;2
15.03.2021;Новосибирская обл.;5
01.08.2020;Волгоградская обл.;1
27.12.2021;Кабардино-Балкария;8
10.06.2022;Челябинская обл.;1
24.09.2021;Ямало-Ненецкий АО;3
22.10.2020;Калужская обл.;0
18.10.2020;Калужская обл.;2
15.09.2020;Пензенская обл.;1
08.09.2020;Волгоградская обл.;1
03.01.2022;Татарстан;5
10.10.2020;Новосибирская обл.;5
24.12.2021;Кабардино-Балкария;10
12.04.2021;Крым;5
26.12.2021;Кабардино-Балкария;8
10.07.2020;Оренбургская обл.;2
15.06.2020;Дагестан;3
21.04.2022;Курская обл.;3
09.08.2020;Ямало-Ненецкий АО;0
10.02.2022;Еврейская АО;0
13.11.2020;Курганская обл.;0
27.08.2021;Псковская обл.;6
09.07.2021;Калмыкия;1
15.05.2022;Пермский край;0
19.12.2020;Карачаево-Черкессия;1
27.09.2020;Удмуртия;0
15.12.2021;Кабардино-Балкария;7
01.11.2020;Тамбовская обл.;0
07.10.2020;Бурятия;2
18.12.2021;Кабардино-Балкария;7
10.09.2021;Ямало-Ненецкий АО;0
05.06.2021;Свердловская обл.;13
04.11.2020;Тыва;0
30.05.2020;Смоленская обл.;4
24.03.2021;Тульская обл.;7
08.01.2021;Чувашия;11
07.06.2021;Пермский край;8
03.11.2020;Башкортостан;1
30.09.2020;Алтайский край;5
01.07.2021;Рязанская обл.;4
13.06.2022;Татарстан;0
05.06.2020;Иркутская обл.;1
04.02.2021;Курганская обл.;0
21.10.2020;Тамбовская обл.;0
29.03.2021;Брянская обл.;0
16.04.2022;Калужская обл.;2
11.01.2021;Севастополь;4
12.05.2020;Ростовская обл.;2
16.06.2021;Башкортостан;3
01.02.2021;Курганская обл.;6
11.07.2020;Ростовская обл.;5
29.01.2021;Курганская обл.;2
14.03.2021;Архангельская обл.;5
08.07.2021;Орловская обл.;2
15.03.2021;Псковская обл.;3
01.11.2020;Башкортостан;1
26.01.2021;Чувашия;12
22.12.2021;Кабардино-Балкария;4
13.07.2021;Тамбовская обл.;3
20.12.2021;Кабардино-Балкария;8
21.07.2020;Волгоградская обл.;1
19.12.2021;Кабардино-Балкария;11
19.05.2022;Пермский край;2
24.02.2021;Удмуртия;5
03.07.2020;Хабаровский край;1
29.08.2021;Сахалинская обл.;3
31.05.2021;Свердловская обл.;12
21.09.2020;Волгоградская обл.;0
07.06.2020;Ульяновская обл.;1
15.10.2020;Брянская обл.;2
09.06.2020;Ульяновская обл.;0
20.06.2020;Омская обл.;1
13.10.2020;Приморский край;2
16.04.2021;Ленинградская обл.;6
29.05.2020;Саратовская обл.;2
22.04.2022;Курская обл.;2
28.05.2020;Саха (Якутия);0
16.06.2020;Карачаево-Черкессия;0
09.04.2022;Амурская обл.;0
11.07.2021;Саха (Якутия);3
17.05.2021;Пермский край;9
27.04.2022;Тверская обл.;0
20.09.2020;Архангельская обл.;0
05.10.2020;Саха (Якутия);0
05.08.2020;Алтайский край;0
18.05.2020;Башкортостан;0
30.04.2022;Хабаровский край;1
18.05.2020;Краснодарский край;1
21.12.2020;Адыгея;3
27.05.2021;Краснодарский край;12
08.05.2021;Башкортостан;3
18.10.2020;Ивановская обл.;3
19.12.2021;Татарстан;4
19.07.2021;Саха (Якутия);4
29.03.2021;Курская обл.;3
27.05.2021;Ленинградская обл.;11
21.07.2020;Саратовская обл.;2
06.06.2021;Бурятия;3
04.01.2021;Саха (Якутия);1
04.12.2020;Адыгея;0
28.04.2022;Липецкая обл.;4
24.07.2020;Саратовская обл.;1
13.04.2021;Ленинградская обл.;3
06.03.2021;Калужская обл.;2
10.01.2021;Хакасия;0
20.08.2021;Тамбовская обл.;3
13.03.2022;Еврейская АО;1
05.08.2020;Кемеровская обл.;0
06.01.2022;Оренбургская обл.;6
26.07.2020;Краснодарский край;1
15.09.2020;Краснодарский край;4
01.07.2021;Орловская обл.;3
13.01.2022;Крым;10
13.08.2020;Ульяновская обл.;0
11.04.2021;Крым;3
06.04.2021;Ленинградская обл.;14
27.04.2022;Архангельская обл.;1
09.12.2020;Калмыкия;0
25.11.2021;Северная Осетия;5
14.04.2021;Крым;5
26.11.2021;Северная Осетия;2
20.12.2020;Карачаево-Черкессия;0
20.02.2021;Тюменская обл.;4
14.08.2021;Тамбовская обл.;3
04.08.2020;Воронежская обл.;1
01.11.2020;Тыва;0
03.09.2020;Ульяновская обл.;1
28.08.2021;Орловская обл.;3
05.08.2020;Саратовская обл.;0
03.08.2020;Саратовская обл.;0
05.07.2021;Калужская обл.;4
30.04.2022;Ленинградская обл.;0
03.07.2021;Калужская обл.;2
12.10.2020;Челябинская обл.;0
15.04.2022;Брянская обл.;9
30.05.2021;Краснодарский край;12
28.03.2021;Вологодская обл.;2
19.09.2020;Краснодарский край;6
20.09.2020;Краснодарский край;3
10.07.2020;Волгоградская обл.;2
04.04.2021;Ульяновская обл.;5
17.03.2021;Белгородская обл.;2
22.09.2021;Тамбовская обл.;4
26.05.2020;ХМАО – Югра;0
15.10.2020;Белгородская обл.;0
14.08.2020;Саратовская обл.;1
14.06.2021;Смоленская обл.;2
25.10.2021;Северная Осетия;1
16.02.2022;Ненецкий АО;0
22.02.2021;Удмуртия;6
13.10.2020;Калужская обл.;0
23.04.2020;Ямало-Ненецкий АО;0
01.01.2022;Липецкая обл.;8
27.02.2021;Омская обл.;10
17.08.2020;Кемеровская обл.;0
16.01.2021;Севастополь;5
01.03.2021;Псковская обл.;1
14.08.2020;Кемеровская обл.;0
05.06.2020;Тыва;0
15.05.2021;Краснодарский край;12
30.12.2020;Татарстан;4
13.06.2021;Брянская обл.;0
06.08.2021;Орловская обл.;4
12.03.2021;Белгородская обл.;2
17.12.2020;Татарстан;1
29.08.2021;Тамбовская обл.;3
06.07.2020;Волгоградская обл.;1
03.06.2020;Саратовская обл.;0
04.06.2020;Саратовская обл.;1
09.05.2022;Кемеровская обл.;1
08.01.2022;Татарстан;6
22.08.2020;Воронежская обл.;0
12.05.2020;Челябинская обл.;0
20.02.2021;Удмуртия;6
24.12.2021;Мордовия;4
13.09.2021;Тамбовская обл.;4
17.07.2021;Орловская обл.;2
11.08.2020;Саратовская обл.;0
14.02.2021;Рязанская обл.;2
22.10.2020;Калмыкия;0
13.06.2021;Смоленская обл.;1
08.05.2020;Северная Осетия;1
21.06.2021;Карелия;3
13.08.2020;Воронежская обл.;0
02.03.2021;Белгородская обл.;3
24.04.2020;Нижегородская обл.;1
19.03.2022;Чувашия;4
15.04.2021;Ставропольский край;5
31.08.2020;Саратовская обл.;2
23.12.2021;Костромская обл.;4
07.08.2020;Саратовская обл.;0
05.09.2021;Тамбовская обл.;4
17.07.2020;Волгоградская обл.;1
27.10.2020;Вологодская обл.;0
26.05.2020;Ярославская обл.;0
30.06.2021;Удмуртия;5
01.09.2021;Калмыкия;4
12.05.2021;Краснодарский край;12
09.05.2021;Самарская обл.;15
10.08.2020;Кемеровская обл.;0
08.10.2020;Челябинская обл.;0
12.08.2020;Кемеровская обл.;0
09.01.2021;Татарстан;2
13.03.2021;Калужская обл.;2
04.11.2020;Калмыкия;0
23.04.2022;Белгородская обл.;1
08.06.2020;Брянская обл.;0
27.07.2021;Тамбовская обл.;3
01.04.2022;Мордовия;2
10.08.2020;Приморский край;2
02.03.2021;Ставропольский край;6
17.05.2021;Волгоградская обл.;7
05.05.2021;Башкортостан;2
05.06.2021;Красноярский край;8
12.05.2021;Пермский край;11
01.04.2021;Курская обл.;5
17.07.2020;Саратовская обл.;1
05.08.2020;Ямало-Ненецкий АО;0
13.12.2020;Карачаево-Черкессия;0
24.03.2021;Тамбовская обл.;2
25.03.2021;Тамбовская обл.;3
15.10.2020;Ярославская обл.;0
07.10.2020;Пермский край;4
12.07.2020;Хабаровский край;5
15.06.2020;Пензенская обл.;0
09.07.2020;Саратовская обл.;0
07.05.2021;Волгоградская обл.;8
08.08.2021;Тамбовская обл.;3
27.05.2021;Красноярский край;9
02.04.2021;Алтайский край;8
09.10.2021;Татарстан;3
13.05.2020;Калужская обл.;4
04.06.2020;Саха (Якутия);2
31.03.2021;Ленинградская обл.;5
29.03.2021;Кировская обл.;1
22.05.2020;Рязанская обл.;0
18.05.2020;Рязанская обл.;0
02.05.2022;Алтайский край;2
27.12.2020;Карачаево-Черкессия;0
04.07.2020;Ростовская обл.;3
29.10.2020;Калмыкия;2
08.07.2021;Курганская обл.;4
24.08.2021;Тыва;0
30.06.2020;Ростовская обл.;5
23.09.2020;Краснодарский край;5
09.08.2020;Челябинская обл.;0
14.06.2020;Ивановская обл.;0
05.06.2021;Пермский край;8
16.05.2021;Челябинская обл.;8
13.06.2022;Нижегородская обл.;2
10.07.2021;Калмыкия;1
27.11.2020;Калмыкия;5
24.02.2021;Орловская обл.;5
20.08.2021;Сахалинская обл.;3
07.07.2020;Хабаровский край;1
27.03.2021;Новосибирская обл.;5
11.07.2020;Омская обл.;0
08.10.2020;Хабаровский край;0
03.08.2021;Тамбовская обл.;3
22.04.2021;Пензенская обл.;4
17.02.2021;Удмуртия;4
23.04.2022;Приморский край;1
06.04.2021;Тверская обл.;4
06.02.2021;Курганская обл.;0
13.09.2021;Томская обл.;0
14.11.2020;Курганская обл.;0
24.03.2021;Ярославская обл.;3
14.04.2022;Коми;2
19.06.2020;Карачаево-Черкессия;0
20.09.2020;Пензенская обл.;0
03.04.2021;Курская обл.;5
14.06.2020;Дагестан;3
11.06.2022;Челябинская обл.;4
31.12.2020;Калмыкия;0
20.07.2021;Тамбовская обл.;3
30.07.2020;Волгоградская обл.;0
26.05.2021;Волгоградская обл.;8
29.11.2021;Адыгея;1
10.09.2020;Волгоградская обл.;1
26.05.2021;Свердловская обл.;12
13.06.2022;Челябинская обл.;1
23.12.2021;Кабардино-Балкария;0
21.04.2021;Ставропольский край;5
18.09.2021;Ямало-Ненецкий АО;5
16.06.2022;Челябинская обл.;2
25.10.2020;Калмыкия;3
21.06.2021;Ярославская обл.;4
12.06.2020;Калужская обл.;2
16.12.2020;Карачаево-Черкессия;0
11.12.2020;Татарстан;3
31.05.2022;Башкортостан;3
11.11.2020;Курганская обл.;3
06.05.2022;Пензенская обл.;4
18.08.2020;Омская обл.;8
07.12.2020;Калмыкия;4
03.11.2020;Тыва;0
13.09.2021;Ямало-Ненецкий АО;1
11.11.2020;Дагестан;10
08.07.2021;Тамбовская обл.;3
29.03.2022;Мордовия;2
22.10.2020;Калининградская обл.;0
18.06.2021;Саха (Якутия);5
14.06.2021;Саха (Якутия);3
08.09.2020;Пензенская обл.;1
07.03.2021;Псковская обл.;1
09.06.2021;Пермский край;10
07.03.2021;Омская обл.;3
18.11.2020;Курганская обл.;0
08.07.2020;Ростовская обл.;3
06.10.2020;Орловская обл.;2
07.01.2021;Калмыкия;6
17.03.2021;Архангельская обл.;7
23.06.2021;Ставропольский край;5
31.01.2021;Курганская обл.;7
13.03.2021;Псковская обл.;3
10.07.2021;Орловская обл.;3
15.03.2021;Архангельская обл.;5
08.01.2022;Новгородская обл.;1
19.06.2022;Челябинская обл.;4
26.03.2021;Тульская обл.;11
08.05.2021;Самарская обл.;15
15.07.2021;Тамбовская обл.;3
18.04.2021;Пензенская обл.;2
21.07.2020;Приморский край;2
01.09.2021;Сахалинская обл.;4
29.09.2021;Томская обл.;0
15.06.2021;Ульяновская обл.;15
25.05.2020;Пензенская обл.;2
21.05.2022;Пермский край;2
12.03.2021;Калужская обл.;1
18.12.2020;Карачаево-Черкессия;0
16.06.2020;Дагестан;9
20.06.2020;Ставропольский край;4
17.04.2021;Ленинградская обл.;5
23.08.2021;Тамбовская обл.;3
30.04.2022;Липецкая обл.;2
04.06.2020;Астраханская обл.;0
24.06.2020;Камчатский край;0
28.04.2022;Курская обл.;2
24.04.2022;Курская обл.;1
09.06.2020;Брянская обл.;0
05.05.2022;Саратовская обл.;1
24.05.2021;Краснодарский край;11
18.02.2022;Чечня;2
03.10.2020;Саха (Якутия);0
06.05.2021;Башкортостан;1
19.04.2022;Саха (Якутия);0
19.05.2020;Краснодарский край;0
26.05.2021;Крым;5
26.05.2021;Краснодарский край;11
07.05.2021;Пермский край;9
02.04.2021;Курская обл.;4
27.05.2021;Крым;5
24.10.2020;Тульская обл.;2
22.07.2020;Саратовская обл.;1
29.04.2022;Тамбовская обл.;1
06.06.2021;Красноярский край;5
18.08.2021;Тамбовская обл.;3
10.05.2020;Дагестан;0
16.06.2020;Тульская обл.;4
23.10.2020;Кабардино-Балкария;0
08.03.2021;Калужская обл.;0
16.01.2021;Калмыкия;3
16.06.2020;Забайкальский край;0
22.08.2020;Оренбургская обл.;0
18.10.2021;Марий Эл;6
14.07.2020;Омская обл.;2
21.08.2020;Оренбургская обл.;2
25.02.2021;Приморский край;2
22.04.2022;Хабаровский край;1
28.03.2021;Кировская обл.;1
07.05.2020;Ямало-Ненецкий АО;0
17.09.2020;Краснодарский край;2
26.03.2021;Кировская обл.;1
16.05.2020;Мурманская обл.;0
11.08.2021;Тамбовская обл.;3
15.06.2020;Омская обл.;0
16.02.2021;Тюменская обл.;1
13.05.2020;Красноярский край;0
14.06.2022;Татарстан;0
01.10.2020;Мурманская обл.;4
04.01.2022;Забайкальский край;6
10.06.2020;Пермский край;2
17.03.2021;Липецкая обл.;4
04.08.2020;Саратовская обл.;1
25.04.2022;Архангельская обл.;0
30.04.2020;Северная Осетия;1
30.08.2021;Орловская обл.;1
10.10.2020;Челябинская обл.;0
29.03.2021;Вологодская обл.;3
12.07.2020;Омская обл.;0
04.12.2020;Тыва;0
12.09.2020;Кемеровская обл.;1
07.01.2021;Чувашия;10
27.08.2021;Тамбовская обл.;3
14.03.2021;Белгородская обл.;1
14.08.2020;Воронежская обл.;1
14.09.2021;Томская обл.;0
04.07.2021;Новгородская обл.;2
28.08.2020;Саратовская обл.;2
03.06.2022;Башкортостан;2
15.12.2020;Карачаево-Черкессия;0
29.10.2020;Сахалинская обл.;0
15.06.2021;Смоленская обл.;1
24.09.2020;Пензенская обл.;1
19.05.2020;Дагестан;3
10.09.2020;Оренбургская обл.;0
26.12.2020;Карачаево-Черкессия;0
21.08.2020;Кемеровская обл.;0
04.04.2021;Курская обл.;4
08.10.2021;Мордовия;4
20.05.2021;Краснодарский край;11
02.03.2021;Карелия;3
30.03.2022;Новгородская обл.;0
16.05.2021;Краснодарский край;12
30.01.2021;Томская обл.;2
06.09.2020;Краснодарский край;2
29.08.2020;Кемеровская обл.;3
23.08.2020;Саратовская обл.;0
06.08.2020;Новосибирская обл.;7
21.06.2021;Владимирская обл.;0
01.07.2021;Саха (Якутия);5
17.06.2021;Волгоградская обл.;5
24.09.2021;Томская обл.;2
12.05.2022;Пермский край;0
22.03.2022;Чувашия;4
09.09.2021;Томская обл.;0
28.05.2020;Калужская обл.;0
07.06.2020;Тверская обл.;0
04.11.2020;Новгородская обл.;0
04.10.2020;Тюменская обл.;0
06.05.2020;Северная Осетия;0
02.11.2020;Башкортостан;1
29.09.2020;Алтайский край;6
13.06.2021;Башкортостан;2
13.11.2020;Калмыкия;0
15.07.2020;Волгоградская обл.;0
12.08.2020;Воронежская обл.;3
01.09.2020;Саратовская обл.;1
09.09.2021;Тамбовская обл.;4
03.03.2021;Ставропольский край;6
28.06.2020;Мурманская обл.;1
15.09.2021;Тамбовская обл.;3
04.10.2020;Пензенская обл.;0
28.03.2021;Брянская обл.;0
12.01.2021;Севастополь;4
17.06.2021;Омская обл.;1
26.10.2020;Вологодская обл.;0
21.12.2021;Адыгея;2
09.03.2021;Белгородская обл.;3
20.07.2020;Волгоградская обл.;0
13.01.2021;Калмыкия;2
03.09.2021;Тамбовская обл.;4
10.05.2021;Краснодарский край;12
19.11.2021;Сахалинская обл.;4
18.11.2021;Сахалинская обл.;4
13.06.2021;Саха (Якутия);4
26.03.2022;Новгородская обл.;0
02.10.2021;Томская обл.;3
09.04.2022;Смоленская обл.;4
01.03.2021;Белгородская обл.;2
22.04.2022;Белгородская обл.;2
11.09.2021;Севастополь;3
24.06.2021;ХМАО – Югра;0
03.01.2022;Саха (Якутия);4
30.05.2021;Красноярский край;6
02.12.2020;Карачаево-Черкессия;0
12.06.2020;Приморский край;1
11.08.2020;Приморский край;2
28.04.2022;Тверская обл.;0
14.07.2020;Саратовская обл.;0
06.02.2021;Севастополь;0
02.09.2020;Волгоградская обл.;2
07.08.2020;Волгоградская обл.;1
25.03.2021;Новосибирская обл.;7
27.01.2021;Чувашия;11
04.06.2021;Красноярский край;6
31.07.2021;Тамбовская обл.;3
29.07.2021;Тамбовская обл.;2
23.03.2021;Новосибирская обл.;6
20.10.2020;Астраханская обл.;2
12.06.2020;Брянская обл.;0
20.07.2020;Саратовская обл.;0
30.03.2021;Курская обл.;6
15.05.2021;Волгоградская обл.;6
08.11.2020;Курганская обл.;0
11.03.2021;ХМАО – Югра;3
07.12.2020;Татарстан;3
17.06.2022;Иркутская обл.;1
05.09.2020;Пензенская обл.;1
08.05.2021;Волгоградская обл.;6
15.08.2020;Приморский край;0
18.10.2020;Карелия;0
03.04.2021;Тульская обл.;11
07.01.2021;Чечня;1
30.06.2021;Орловская обл.;4
28.05.2021;Красноярский край;6
06.08.2021;Тамбовская обл.;3
06.11.2020;Липецкая обл.;1
09.04.2022;Удмуртия;3
18.05.2021;Челябинская обл.;6
04.04.2022;Костромская обл.;2
26.03.2021;Тамбовская обл.;2
27.03.2021;Тамбовская обл.;2
25.09.2020;Краснодарский край;3
21.02.2021;Тюменская обл.;0
25.09.2021;Бурятия;4
04.02.2021;Удмуртия;3
19.04.2022;Архангельская обл.;0
14.07.2021;Томская обл.;4
23.03.2021;Кировская обл.;1
11.05.2021;Волгоградская обл.;7
28.05.2022;Ставропольский край;2
10.02.2021;ХМАО – Югра;2
20.04.2022;Ставропольский край;1
07.03.2021;Забайкальский край;3
11.05.2021;Свердловская обл.;9
21.02.2021;Удмуртия;5
22.01.2022;Адыгея;4
21.04.2021;Пензенская обл.;3
22.01.2021;Кабардино-Балкария;3
08.04.2021;Тверская обл.;4
10.04.2021;Тверская обл.;6
11.10.2021;Кабардино-Балкария;5
14.01.2022;Ямало-Ненецкий АО;1
23.02.2021;Хабаровский край;0
01.11.2020;Калмыкия;0
10.08.2020;Ямало-Ненецкий АО;0
25.03.2021;Ярославская обл.;2
24.06.2021;Саха (Якутия);3
16.11.2020;Курганская обл.;0
04.01.2022;Татарстан;7
23.03.2021;Ярославская обл.;2
30.11.2020;Кабардино-Балкария;3
22.09.2020;Пензенская обл.;1
22.05.2021;Волгоградская обл.;6
25.03.2022;Кировская обл.;2
31.03.2021;Омская обл.;3
29.03.2022;Калужская обл.;2
22.09.2021;Ямало-Ненецкий АО;3
29.12.2021;Кабардино-Балкария;8
28.12.2021;Кабардино-Балкария;7
03.03.2021;Брянская обл.;3
08.12.2020;Тыва;0
13.06.2021;Ульяновская обл.;14
28.05.2021;Свердловская обл.;13
27.05.2021;Волгоградская обл.;7
14.12.2020;Алтай;2
27.10.2020;Карелия;0
13.01.2021;Севастополь;3
03.02.2022;Ненецкий АО;0
04.09.2021;Сахалинская обл.;4
25.03.2021;Омская обл.;0
11.12.2020;Тыва;0
14.06.2022;Челябинская обл.;2
19.09.2021;Ямало-Ненецкий АО;4
16.06.2020;Ямало-Ненецкий АО;1
18.06.2021;Ярославская обл.;3
22.04.2022;Крым;3
29.05.2022;Башкортостан;3
04.07.2021;Амурская обл.;0
29.11.2020;Кабардино-Балкария;3
10.11.2020;Курганская обл.;1
22.06.2022;Челябинская обл.;5
23.06.2022;Челябинская обл.;2
31.10.2020;Тамбовская обл.;0
02.06.2021;Волгоградская обл.;8
25.08.2021;Сахалинская обл.;4
04.02.2021;Саха (Якутия);0
26.03.2021;Ярославская обл.;3
05.07.2020;Ростовская обл.;2
02.07.2020;Ставропольский край;1
02.02.2021;Курганская обл.;0
10.10.2020;Тверская обл.;3
08.02.2021;Псковская обл.;2
23.03.2021;Брянская обл.;1
22.12.2020;Карачаево-Черкессия;0
25.03.2021;Брянская обл.;0
28.11.2021;Адыгея;2
09.01.2021;Севастополь;6
02.10.2020;Крым;0
10.04.2022;Забайкальский край;1
16.03.2021;Архангельская обл.;6
07.05.2022;Тульская обл.;1
17.10.2020;Курская обл.;2
14.09.2021;Ямало-Ненецкий АО;1
18.06.2022;Челябинская обл.;3
17.09.2021;Ямало-Ненецкий АО;3
30.08.2021;Бурятия;2
23.04.2022;Рязанская обл.;1
14.09.2020;Пензенская обл.;0
09.10.2020;Брянская обл.;0
11.10.2020;Брянская обл.;0
29.12.2020;Карачаево-Черкессия;0
23.12.2021;Чувашия;19
21.05.2021;Крым;5
19.03.2021;Белгородская обл.;2
10.11.2020;Калмыкия;0
10.12.2020;Татарстан;3
26.12.2020;Адыгея;0
21.08.2021;Тамбовская обл.;3
15.04.2021;Ленинградская обл.;7
13.09.2020;Краснодарский край;5
19.02.2022;Чечня;1
14.09.2020;Краснодарский край;4
24.05.2020;Краснодарский край;0
22.07.2020;Архангельская обл.;1
22.05.2020;Краснодарский край;0
05.09.2020;Оренбургская обл.;0
19.02.2021;Удмуртия;4
06.09.2020;Оренбургская обл.;0
16.05.2021;Башкортостан;3
08.09.2020;Краснодарский край;2
07.07.2021;Ивановская обл.;3
05.02.2021;Севастополь;4
18.09.2021;Орловская обл.;4
03.12.2020;Тыва;0
23.03.2021;Липецкая обл.;5
15.06.2022;Саратовская обл.;0
07.01.2022;Ульяновская обл.;6
21.01.2022;Курганская обл.;1
08.01.2022;Курганская обл.;0
12.10.2020;Приморский край;0
18.06.2020;Тульская обл.;4
05.01.2022;Татарстан;5
01.07.2020;Волгоградская обл.;0
14.04.2021;Ленинградская обл.;5
05.03.2021;Калининградская обл.;6
26.10.2020;Владимирская обл.;2
25.07.2020;Краснодарский край;2
14.10.2020;Челябинская обл.;3
15.06.2021;Тверская обл.;5
31.03.2021;Вологодская обл.;3
18.09.2020;Краснодарский край;4
09.08.2021;Тамбовская обл.;3
01.09.2020;Ульяновская обл.;0
27.11.2021;Северная Осетия;3
05.06.2021;Новосибирская обл.;4
09.08.2020;Алтайский край;2
16.08.2021;Тамбовская обл.;3
03.06.2020;Башкортостан;0
07.04.2021;Ленинградская обл.;14
02.10.2020;Мурманская обл.;4
13.08.2021;Тамбовская обл.;3
20.05.2020;Саратовская обл.;1
10.03.2021;Бурятия;2
01.05.2022;Ленинградская обл.;1
22.02.2021;Смоленская обл.;9
09.10.2020;Челябинская обл.;3
24.03.2021;Кировская обл.;1
22.03.2021;Кировская обл.;0
13.06.2021;Тверская обл.;5
29.06.2021;Орловская обл.;1
03.04.2022;Псковская обл.;2
17.12.2020;Карачаево-Черкессия;0
21.09.2020;Краснодарский край;2
19.05.2020;Тульская обл.;0
07.04.2021;Тверская обл.;5
19.05.2021;Крым;5
09.04.2021;Тверская обл.;5
03.09.2021;Псковская обл.;5
16.03.2021;Белгородская обл.;2
05.04.2021;Ульяновская обл.;8
11.07.2020;Волгоградская обл.;0
25.08.2021;Тамбовская обл.;3
26.05.2020;Ульяновская обл.;1
14.10.2020;Белгородская обл.;0
19.06.2021;Волгоградская обл.;6
23.09.2021;Тамбовская обл.;4
31.10.2020;Сахалинская обл.;1
24.10.2021;Северная Осетия;3
08.06.2022;Саратовская обл.;1
20.08.2020;Кемеровская обл.;0
21.10.2020;Хакасия;0
01.09.2021;Бурятия;0
06.04.2021;Курская обл.;5
24.08.2020;Кемеровская обл.;0
02.05.2020;Башкортостан;0
22.02.2021;Новгородская обл.;0
19.05.2021;Краснодарский край;10
28.02.2021;Карелия;3
17.10.2020;Калужская обл.;3
23.02.2021;Омская обл.;4
08.02.2022;Ненецкий АО;2
31.03.2022;Мордовия;2
04.09.2020;Краснодарский край;2
30.11.2020;Карачаево-Черкессия;0
06.01.2021;Чувашия;11
07.07.2020;Волгоградская обл.;1
04.06.2021;Бурятия;2
07.07.2021;Саха (Якутия);0
07.08.2020;Новосибирская обл.;7
10.03.2021;Белгородская обл.;4
23.12.2021;Адыгея;4
19.08.2020;Омская обл.;6
29.09.2020;Пензенская обл.;2
05.07.2021;Ямало-Ненецкий АО;1
11.05.2022;Ленинградская обл.;0
15.06.2021;Саха (Якутия);2
03.05.2021;Краснодарский край;12
03.12.2020;Карачаево-Черкессия;0
17.06.2020;Дагестан;7
04.03.2021;Псковская обл.;2
18.03.2022;Новгородская обл.;4
11.09.2021;Тамбовская обл.;3
06.09.2021;Тамбовская обл.;3
30.10.2021;Сахалинская обл.;2
15.01.2022;Удмуртия;3
02.05.2022;Ярославская обл.;3
01.04.2021;Брянская обл.;0
20.07.2020;Приморский край;0
26.03.2021;Брянская обл.;0
15.06.2021;Башкортостан;4
04.07.2020;Алтайский край;2
08.01.2021;Севастополь;6
04.11.2021;Сахалинская обл.;4
25.12.2020;Карачаево-Черкессия;3
09.07.2021;Орловская обл.;3
16.03.2021;Псковская обл.;3
09.05.2021;Краснодарский край;11
31.08.2020;Кемеровская обл.;0
17.06.2021;Челябинская обл.;5
30.09.2021;Томская обл.;0
23.10.2020;Вологодская обл.;0
28.02.2021;Белгородская обл.;1
29.07.2021;Кабардино-Балкария;5
07.10.2020;Челябинская обл.;1
17.11.2021;Адыгея;6
20.03.2022;Хакасия;4
28.07.2020;Тюменская обл.;0
14.04.2022;Псковская обл.;4
02.09.2021;Калмыкия;1
31.05.2021;Красноярский край;5
24.11.2021;Адыгея;0
20.05.2021;Волгоградская обл.;0
22.04.2022;ХМАО – Югра;0
15.07.2020;Саратовская обл.;1
13.08.2020;Приморский край;1
19.05.2020;Башкортостан;0
30.12.2020;Ингушетия;2
07.05.2021;Башкортостан;2
21.02.2022;Ненецкий АО;0
10.01.2022;Дагестан;4
07.11.2020;Калмыкия;1
